customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1966-X287,Male,0,Yes,No,45,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.76,5053.19,No
4143-I992,Female,0,Yes,No,19,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),97.87,1852.66,No
7697-O741,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.12,755.86,No
2789-U270,Male,0,No,No,65,Yes,No,No,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),116.16,7533.2,No
2307-J187,Male,0,Yes,Yes,29,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.67,3071.03,No
7188-D383,Female,1,No,Yes,14,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),24.75,350.79,No
2052-K130,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Mailed check,99.79,1695.39,No
4846-P596,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,97.09,1265.4,No
2651-A162,Female,0,Yes,No,63,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,40.48,2551.07,No
5359-Y107,Female,1,Yes,No,33,Yes,No,No,No,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,85.51,2817.74,No
1685-D316,Male,0,No,No,29,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.76,3353.68,No
9557-Z107,Male,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Credit card (automatic),86.17,3187.32,No
7154-T632,Female,0,Yes,No,46,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,100.03,4625.89,No
5355-P584,Male,0,No,Yes,24,Yes,No,No,No,No,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),28.24,686.86,No
6521-T539,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,91.36,1267.39,No
6514-L798,Male,0,Yes,No,5,Yes,No,No,Yes,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),38.83,198.12,No
6620-K936,Female,1,No,No,53,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,25.47,1349.84,No
4925-L781,Male,1,No,Yes,30,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,73.73,2229.96,No
7528-M725,Female,0,No,No,60,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.69,5633.99,No
1937-L994,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,73.2,2048.59,No
6410-Z202,Female,1,No,No,26,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,111.88,2908.6,No
1050-O991,Male,0,Yes,No,18,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,88.16,1575.51,No
7583-X955,Female,0,No,Yes,36,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),30.07,1089.07,No
3275-A716,Female,0,No,Yes,8,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),112.17,908.83,No
3013-Q386,Male,0,Yes,Yes,18,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.62,606.38,No
5072-L562,Female,0,Yes,No,58,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),94.45,5480.75,No
8785-Q523,Female,0,Yes,No,32,No,Yes,DSL,Yes,No,No,No,No internet service,No,Two year,No,Electronic check,33.18,1058.49,No
4079-A753,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),118.61,5820.71,No
6278-A748,Female,0,Yes,Yes,48,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,51.63,2464.83,No
6901-B926,Female,0,No,Yes,71,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),68.09,4823.2,No
6333-V554,Female,0,Yes,No,65,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),65.17,4245.34,No
4826-T596,Female,1,No,Yes,33,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),28.49,926.06,No
7556-X727,Female,0,Yes,No,50,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),67.9,3388.67,No
2333-L538,Male,0,No,Yes,4,No,No,No,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,33.28,130.33,No
8800-V977,Male,1,Yes,No,36,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),98.85,3563.31,No
2645-X494,Female,1,No,No,28,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),114.56,3209.22,No
5814-T299,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,99.46,267.6,No
3345-Q997,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),61.57,375.23,No
9267-B230,Male,0,No,Yes,45,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),18.49,829.84,No
9158-Z189,Male,1,No,No,23,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),21.93,515.06,No
5937-V661,Female,1,No,No,7,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),68.0,466.3,No
8648-F556,Male,1,No,No,61,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,86.54,5294.7,No
2895-P778,Female,0,No,No,65,No,No,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,100.61,6527.89,No
9858-H349,Female,0,No,No,6,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,78.5,466.37,No
4467-F871,Male,0,No,No,24,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,116.57,2810.28,Yes
2465-D545,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),67.87,2533.74,No
1478-F434,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),78.55,3523.01,No
7283-Y387,Female,0,No,Yes,51,Yes,No,DSL,No,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,41.38,2135.31,No
4610-X363,Female,0,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,52.39,2333.75,No
8803-V226,Male,0,No,No,63,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),86.9,5482.26,No
3224-R748,Male,0,No,No,29,No,No,No,No internet service,No,No,Yes,No internet service,No,One year,No,Mailed check,78.71,2300.2,No
9060-C914,Female,0,Yes,No,25,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,55.4,1374.68,No
6452-H689,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),29.5,307.29,No
2059-U451,Male,0,No,Yes,35,Yes,No phone service,No,Yes,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),52.68,1838.69,No
7176-W860,Female,0,Yes,No,55,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),22.69,1240.45,No
7252-U757,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.62,1901.94,No
8159-Z338,Female,1,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,50.71,2281.16,No
4662-I218,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),56.42,678.47,No
5767-C214,Male,0,Yes,No,4,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),76.05,292.26,No
2460-K858,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),76.67,5151.13,No
4082-X218,Male,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),77.38,1309.38,No
7025-E973,Male,1,Yes,No,65,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),67.65,4396.87,No
6134-M690,Female,0,No,No,53,Yes,No,No,No,No,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),67.31,3569.75,No
1027-J163,Male,1,No,No,57,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),100.78,5774.42,No
9775-G967,Female,0,No,Yes,28,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),65.24,1839.55,No
7359-N427,Male,1,No,Yes,16,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),72.12,1162.08,No
6980-Z795,Male,0,No,No,21,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),117.57,2464.56,No
3069-Q779,Female,1,No,No,42,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,No,Mailed check,36.45,1534.64,No
4639-D504,Male,0,Yes,Yes,54,Yes,No phone service,No,No,Yes,No,Yes,No,No,One year,No,Electronic check,91.26,4932.81,No
1150-R972,Male,0,No,Yes,32,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,65.81,2105.61,No
8546-K248,Male,0,No,No,38,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Credit card (automatic),101.72,3874.94,No
5863-H611,Male,1,Yes,Yes,70,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,One year,No,Mailed check,58.86,4151.51,No
8467-E715,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),48.7,1839.5,No
5643-E864,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.13,2117.16,No
1562-T427,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,105.91,6358.51,No
6060-Q805,Male,0,Yes,No,47,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,90.44,4248.31,No
3022-I968,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,25.98,305.07,No
8836-U948,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),89.96,4760.67,No
4534-P398,Female,0,Yes,No,33,No,No,No,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),21.77,740.82,No
7171-B929,Female,1,Yes,Yes,28,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),36.5,1023.59,No
6458-E947,Female,0,Yes,No,3,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),77.83,243.62,No
4450-X929,Male,0,No,No,26,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),64.83,1682.78,No
4687-W853,Male,1,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,102.72,5551.21,No
1861-Y283,Male,0,No,Yes,40,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,79.34,3178.77,No
8987-X501,Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,115.23,7602.79,No
5900-V968,Male,0,No,Yes,68,Yes,No,No,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,104.2,7088.24,No
3608-A661,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),52.44,2477.52,No
7427-K532,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,102.08,193.03,No
8756-L875,Male,1,No,No,42,Yes,Yes,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.68,4440.82,No
7412-M173,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),115.71,3939.86,No
9648-X389,Male,0,No,No,21,Yes,No phone service,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),19.51,417.69,No
5626-W299,Female,0,Yes,Yes,44,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),106.16,4680.64,No
9978-M199,Female,0,Yes,No,2,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),25.27,57.78,No
3144-K870,Male,1,No,No,59,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,71.33,4220.42,Yes
1886-W411,Male,1,Yes,Yes,16,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,59.92,954.67,No
8496-U267,Female,0,Yes,No,20,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),110.7,2228.59,No
3253-O812,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.97,1534.46,No
8904-J248,Female,0,Yes,No,16,No,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.15,1259.14,No
4436-G923,Female,0,Yes,Yes,70,No,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Two year,No,Mailed check,87.78,6131.51,No
4205-X766,Male,0,Yes,Yes,23,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),20.16,470.31,No
1149-L843,Male,0,Yes,No,42,Yes,No phone service,DSL,No,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,77.64,3262.42,No
2670-V904,Male,0,No,Yes,37,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),70.31,2598.46,No
3418-M537,Male,0,No,Yes,72,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.95,5625.34,No
3756-B198,Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,25.86,157.4,No
6825-P283,Female,0,No,No,37,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,23.83,883.73,No
1859-D627,Female,0,No,Yes,22,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,One year,No,Mailed check,36.09,779.69,No
6545-S544,Male,0,No,Yes,6,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),105.63,626.92,No
3434-U839,Female,0,Yes,Yes,32,No,No phone service,No,No internet service,No,Yes,Yes,No,Yes,Two year,No,Mailed check,54.08,1732.4,No
7619-H134,Male,1,Yes,No,17,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,61.87,1045.05,No
2946-H506,Male,0,No,Yes,38,No,No,DSL,No,No,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),57.46,2198.0,No
9005-J804,Male,0,No,Yes,17,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,90.04,1527.75,No
3826-U863,Male,0,Yes,Yes,37,No,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,44.33,1630.57,No
7150-Y808,Male,1,No,No,23,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,25.12,566.6,No
2468-Y574,Male,1,Yes,No,49,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.26,2755.41,No
7260-I747,Female,0,No,No,61,No,No,DSL,No,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),91.4,5583.91,No
8292-L111,Male,0,Yes,Yes,49,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,110.2,5390.41,No
2966-D184,Female,1,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,23.36,1414.51,No
2999-P756,Female,0,Yes,No,32,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),99.7,3184.64,No
9351-H123,Male,0,Yes,Yes,63,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,24.9,1568.03,No
8856-I810,Male,0,No,Yes,7,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,51.48,349.79,No
2549-Z707,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,20.49,451.99,No
3967-M595,Female,0,No,No,6,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,109.86,674.72,No
8105-J685,Male,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,Two year,No,Mailed check,89.28,5445.94,No
3051-D433,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,55.35,770.82,No
2040-W982,Male,1,No,No,16,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,56.18,910.06,No
9806-F515,Male,0,No,Yes,3,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),82.55,236.13,No
1323-M669,Female,1,No,No,9,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,27.26,250.65,No
9788-Z931,Female,0,Yes,Yes,47,No,No,No,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Electronic check,32.83,1543.28,No
9684-P165,Male,0,Yes,No,42,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,One year,No,Mailed check,103.4,4359.73,No
9501-S651,Female,0,No,No,42,Yes,Yes,No,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),38.58,1632.9,No
3033-Y871,Female,1,Yes,Yes,23,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.28,2079.88,No
4399-V220,Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,40.94,124.91,No
3960-T811,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),27.11,12.52,No
3948-A668,Female,1,Yes,Yes,67,Yes,No,DSL,No,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,108.7,7294.31,No
8327-Z421,Male,0,Yes,No,71,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,108.87,7720.24,No
3015-B231,Male,1,No,Yes,3,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,79.08,245.11,No
4378-U265,Female,0,Yes,Yes,49,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,64.68,3180.83,No
2438-R362,Male,1,No,Yes,67,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),73.8,4926.38,No
1573-C227,Male,0,No,Yes,55,No,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),59.27,3274.59,No
9292-J472,Female,0,Yes,No,4,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),94.35,388.63,No
9919-F533,Male,0,No,No,31,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,94.08,2905.95,No
1001-H407,Female,0,No,Yes,66,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,100.56,6648.57,No
1756-Q901,Female,0,Yes,Yes,64,Yes,No phone service,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),70.8,4519.21,No
5807-V646,Male,0,No,Yes,31,Yes,No phone service,No,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.78,3071.27,No
8289-E690,Female,0,No,Yes,63,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,33.9,2134.79,No
9035-W420,Female,0,Yes,Yes,66,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),21.28,1390.28,No
9563-L720,Female,0,Yes,No,31,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),83.38,2599.54,No
9818-Q314,Female,0,Yes,No,47,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.85,1370.69,No
2622-V939,Female,1,No,Yes,22,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),73.59,1620.9,No
1732-H137,Male,0,No,No,46,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.72,4173.34,No
4081-E406,Male,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,59.16,3427.27,No
4526-E716,Female,0,No,Yes,61,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,22.66,1387.79,No
4539-S467,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),107.41,4944.95,Yes
5544-E846,Male,0,Yes,No,1,No,Yes,No,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),22.6,37.86,No
7914-C663,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,109.18,2731.6,No
5177-I490,Male,0,No,No,61,Yes,No phone service,DSL,No,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,23.54,1449.94,No
3675-M567,Female,1,No,Yes,14,Yes,No,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,92.13,,No
2364-I792,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,111.2,5012.1,No
7968-W246,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,109.4,4268.38,No
9780-G172,Female,0,No,No,66,Yes,No phone service,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),108.04,7134.23,No
5413-U813,Female,0,Yes,Yes,32,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),107.0,3442.18,No
4156-W481,Female,0,No,No,58,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No internet service,One year,No,Mailed check,69.55,4044.97,No
9379-T267,Female,0,Yes,No,56,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),74.3,4157.3,No
7876-E423,Male,0,Yes,No,6,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,80.53,474.66,No
8104-M126,Male,0,No,Yes,67,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,108.29,7236.27,No
5055-C376,Male,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,102.49,5129.0,No
3041-R212,Female,0,No,Yes,38,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),96.94,3696.02,No
9984-N167,Female,1,No,Yes,3,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.16,271.16,No
6396-U191,Female,0,No,Yes,5,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.4,397.96,No
6944-K896,Female,1,Yes,No,24,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,110.96,2675.55,No
5476-E989,Female,1,Yes,Yes,54,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),37.61,2043.65,No
4698-I110,Female,0,No,No,34,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),37.62,1288.74,No
2604-M327,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),116.99,4563.13,No
7203-D901,Male,0,Yes,Yes,48,Yes,Yes,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),73.84,3543.87,No
